file_no,process_name,pid,tid
86,/usr/bin/dbus-launch,24844,24844
86,/usr/bin/firefox,24797,24808
86,/usr/bin/firefox,24797,24807
86,/opt/firefox31/plugin-container,24853,24853
86,/opt/firefox31/plugin-container,24853,24855
86,/usr/bin/dbus-launch,24856,24856
86,sh,24858,24858
86,/bin/ps,24859,24859
86,/bin/grep,24860,24860
86,/opt/firefox31/plugin-container,24866,24866
86,/opt/firefox31/plugin-container,24866,24867
87,/usr/bin/firefox,24890,24890
87,dconf worker,24890,24893
87,/usr/bin/dbus-launch,24894,24894
87,/usr/bin/firefox,24892,24892
87,/usr/bin/firefox,24890,24905
87,/usr/bin/firefox,24890,24909
87,/usr/bin/dbus-launch,24932,24932
87,/usr/bin/firefox,24890,24901
87,/usr/bin/firefox,24890,24900
87,/opt/firefox31/plugin-container,24941,24941
87,/opt/firefox31/plugin-container,24941,24943
87,/usr/bin/dbus-launch,24944,24944
87,sh,24946,24946
87,/bin/ps,24947,24947
87,/bin/grep,24948,24948
87,/opt/firefox31/plugin-container,24954,24954
87,/opt/firefox31/plugin-container,24954,24955
88,/usr/bin/firefox,24978,24978
88,dconf worker,24978,24981
88,/usr/bin/dbus-launch,24982,24982
88,/usr/bin/firefox,24980,24980
88,/usr/bin/firefox,24978,24993
88,/usr/bin/firefox,24978,24997
88,/usr/bin/dbus-launch,25018,25018
88,/usr/bin/firefox,24978,24989
88,/usr/bin/firefox,24978,24988
88,/opt/firefox31/plugin-container,25027,25027
88,/opt/firefox31/plugin-container,25027,25029
88,/usr/bin/dbus-launch,25030,25030
88,sh,25032,25032
88,/bin/ps,25033,25033
88,/bin/grep,25034,25034
89,/usr/bin/firefox,25053,25053
89,dconf worker,25053,25056
89,/usr/bin/dbus-launch,25057,25057
89,/usr/bin/firefox,25055,25055
89,/usr/bin/firefox,25053,25068
89,/usr/bin/firefox,25053,25072
89,/usr/bin/dbus-launch,25096,25096
89,/usr/bin/firefox,25053,25064
89,/usr/bin/firefox,25053,25063
89,/opt/firefox31/plugin-container,25105,25105
89,/opt/firefox31/plugin-container,25105,25107
89,/usr/bin/dbus-launch,25108,25108
89,sh,25110,25110
89,/bin/ps,25111,25111
89,/bin/grep,25112,25112
89,/opt/firefox31/plugin-container,25118,25118
89,/opt/firefox31/plugin-container,25118,25119
90,/usr/bin/firefox,25142,25142
90,dconf worker,25142,25145
90,/usr/bin/dbus-launch,25146,25146
90,/usr/bin/firefox,25144,25144
90,/usr/bin/firefox,25142,25157
90,/usr/bin/firefox,25142,25161
90,/usr/bin/dbus-launch,25182,25182
90,/usr/bin/firefox,25142,25153
90,/usr/bin/firefox,25142,25152
90,/opt/firefox31/plugin-container,25191,25191
90,/opt/firefox31/plugin-container,25191,25193
90,/usr/bin/dbus-launch,25194,25194
90,sh,25196,25196
90,/bin/ps,25197,25197
90,/bin/grep,25198,25198
90,/opt/firefox31/plugin-container,25204,25204
90,/opt/firefox31/plugin-container,25204,25205
91,/usr/bin/firefox,25227,25227
91,dconf worker,25227,25230
91,/usr/bin/dbus-launch,25231,25231
91,/usr/bin/firefox,25229,25229
91,/usr/bin/firefox,25227,25242
91,/usr/bin/firefox,25227,25246
91,/usr/bin/dbus-launch,25268,25268
91,/usr/bin/firefox,25227,25238
91,/usr/bin/firefox,25227,25237
91,/opt/firefox31/plugin-container,25279,25279
91,/opt/firefox31/plugin-container,25279,25281
91,/usr/bin/dbus-launch,25282,25282
91,sh,25284,25284
91,/bin/ps,25285,25285
91,/bin/grep,25286,25286
91,/opt/firefox31/plugin-container,25292,25292
91,/opt/firefox31/plugin-container,25292,25293
92,/usr/bin/firefox,25315,25315
92,dconf worker,25315,25318
92,/usr/bin/dbus-launch,25319,25319
92,/usr/bin/firefox,25317,25317
92,/usr/bin/firefox,25315,25330
92,/usr/bin/firefox,25315,25334
92,/usr/bin/dbus-launch,25359,25359
92,/usr/bin/firefox,25315,25326
92,/usr/bin/firefox,25315,25325
92,/opt/firefox31/plugin-container,25368,25368
92,/opt/firefox31/plugin-container,25368,25370
92,/usr/bin/dbus-launch,25371,25371
92,sh,25373,25373
92,/bin/ps,25374,25374
92,/bin/grep,25375,25375
92,/opt/firefox31/plugin-container,25381,25381
92,/opt/firefox31/plugin-container,25381,25382
93,/usr/bin/firefox,25405,25405
93,dconf worker,25405,25408
93,/usr/bin/dbus-launch,25409,25409
93,/usr/bin/firefox,25407,25407
93,/usr/bin/firefox,25405,25420
93,/usr/bin/firefox,25405,25424
93,/usr/bin/dbus-launch,25449,25449
93,/usr/bin/firefox,25405,25412
93,/usr/bin/firefox,25405,25411
93,/opt/firefox31/plugin-container,25458,25458
93,/opt/firefox31/plugin-container,25458,25460
93,/usr/bin/dbus-launch,25461,25461
93,sh,25463,25463
93,/bin/ps,25464,25464
93,/bin/grep,25465,25465
93,/opt/firefox31/plugin-container,25471,25471
93,/opt/firefox31/plugin-container,25471,25472
94,/usr/bin/firefox,25494,25494
94,dconf worker,25494,25497
94,/usr/bin/dbus-launch,25498,25498
94,/usr/bin/firefox,25496,25496
94,/usr/bin/firefox,25494,25509
94,/usr/bin/firefox,25494,25513
94,/usr/bin/dbus-launch,25533,25533
94,/usr/bin/firefox,25494,25505
94,/usr/bin/firefox,25494,25504
94,/opt/firefox31/plugin-container,25542,25542
94,/opt/firefox31/plugin-container,25542,25544
94,/usr/bin/dbus-launch,25545,25545
94,sh,25547,25547
94,/bin/ps,25548,25548
94,/bin/grep,25549,25549
94,/opt/firefox31/plugin-container,25555,25555
94,/opt/firefox31/plugin-container,25555,25557
95,/usr/bin/firefox,25579,25579
95,dconf worker,25579,25582
95,/usr/bin/dbus-launch,25583,25583
95,/usr/bin/firefox,25581,25581
95,/usr/bin/firefox,25579,25594
95,/usr/bin/firefox,25579,25598
95,/usr/bin/dbus-launch,25617,25617
95,/usr/bin/firefox,25579,25590
95,/usr/bin/firefox,25579,25589
95,/opt/firefox31/plugin-container,25626,25626
95,/opt/firefox31/plugin-container,25626,25628
95,/usr/bin/dbus-launch,25629,25629
95,sh,25631,25631
95,/bin/ps,25632,25632
95,/bin/grep,25633,25633
95,/opt/firefox31/plugin-container,25639,25639
95,/opt/firefox31/plugin-container,25639,25640
96,/usr/bin/firefox,25663,25663
96,dconf worker,25663,25666
96,/usr/bin/dbus-launch,25667,25667
96,/usr/bin/firefox,25665,25665
96,/usr/bin/firefox,25663,25678
96,/usr/bin/firefox,25663,25682
96,/usr/bin/dbus-launch,25707,25707
96,/usr/bin/firefox,25663,25674
96,/usr/bin/firefox,25663,25673
96,/opt/firefox31/plugin-container,25716,25716
96,/opt/firefox31/plugin-container,25716,25718
96,/usr/bin/dbus-launch,25719,25719
96,sh,25721,25721
96,/bin/ps,25722,25722
96,/bin/grep,25723,25723
96,/opt/firefox31/plugin-container,25729,25729
96,/opt/firefox31/plugin-container,25729,25730
97,/usr/bin/firefox,25752,25752
97,dconf worker,25752,25755
97,/usr/bin/dbus-launch,25756,25756
97,/usr/bin/firefox,25754,25754
97,/usr/bin/firefox,25752,25767
97,/usr/bin/firefox,25752,25771
97,/usr/bin/dbus-launch,25796,25796
97,/usr/bin/firefox,25752,25763
97,/usr/bin/firefox,25752,25762
97,/opt/firefox31/plugin-container,25805,25805
97,/opt/firefox31/plugin-container,25805,25807
97,/usr/bin/dbus-launch,25808,25808
97,sh,25810,25810
97,/bin/ps,25811,25811
97,/bin/grep,25812,25812
97,/opt/firefox31/plugin-container,25818,25818
97,/opt/firefox31/plugin-container,25818,25819
98,/usr/bin/firefox,25842,25842
98,dconf worker,25842,25845
98,/usr/bin/dbus-launch,25846,25846
98,/usr/bin/firefox,25844,25844
98,/usr/bin/firefox,25842,25857
98,/usr/bin/firefox,25842,25861
98,/usr/bin/dbus-launch,25883,25883
98,/usr/bin/firefox,25842,25853
98,/usr/bin/firefox,25842,25852
98,/opt/firefox31/plugin-container,25892,25892
98,/opt/firefox31/plugin-container,25892,25894
98,/usr/bin/dbus-launch,25895,25895
98,sh,25897,25897
98,/bin/ps,25898,25898
98,/bin/grep,25899,25899
98,/opt/firefox31/plugin-container,25905,25905
98,/opt/firefox31/plugin-container,25905,25906
99,/usr/bin/firefox,25929,25929
99,dconf worker,25929,25932
99,/usr/bin/dbus-launch,25933,25933
99,/usr/bin/firefox,25931,25931
99,/usr/bin/firefox,25929,25944
99,/usr/bin/firefox,25929,25948
99,/usr/bin/dbus-launch,25971,25971
99,/usr/bin/firefox,25929,25940
99,/usr/bin/firefox,25929,25939
99,/opt/firefox31/plugin-container,25980,25980
99,/opt/firefox31/plugin-container,25980,25982
99,/usr/bin/dbus-launch,25983,25983
99,sh,25985,25985
99,/bin/ps,25986,25986
99,/bin/grep,25987,25987
99,/opt/firefox31/plugin-container,25993,25993
99,/opt/firefox31/plugin-container,25993,25994
